Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	101423.362	101423.362	101423.362	101423.362	0	0	0	5775.9	0	0	3
2	1	0	0.05	101325.107	101374.235	101325.107	101423.362	49.1279661	0	0	2048.85	0	0	3
3	1	0	0.075	101327.872	101358.78	101325.107	101423.362	64.5821848	0	0	1662.1	0	0	3
4	1	0	0.1	101325.156	101350.374	101325.107	101423.362	72.9881394	0	0	1613.04	0	0	3
5	1	0	0.125	101325.978	101345.495	101325.107	101423.362	77.8673062	0	0	1601.1	0	0	3
6	1	0	0.15	101326.017	101342.249	101325.107	101423.362	81.1137009	0	0	1523.29	0	0	3
7	2	0	0.175	101326.092	101339.941	101325.107	101423.362	83.4218262	0	0	1523.36	0	0	3
8	2	0	0.2	101325.803	101338.173	101325.107	101423.362	85.1890603	0	0	1511.77	0	0	3
9	2	0	0.225	101325.258	101336.738	101325.107	101423.362	86.6240575	0	0	1476.92	0	0	3
10	2	0	0.25	101324.489	101335.513	101324.489	101423.362	87.8490171	0	0	1435.44	0	0	3
11	2	0	0.275	101324.472	101334.51	101324.472	101423.362	88.8527482	0	0	1434.53	0	0	3
12	2	0	0.3	101323.653	101333.605	101323.653	101423.362	89.7574415	0	0	1419.57	0	0	3
13	2	0	0.325	101323.288	101332.811	101323.288	101423.362	90.5510421	0	0	1428.33	0	0	3
14	2	0	0.35	101322.574	101332.08	101322.574	101423.362	91.2822836	0	0	1410.19	0	0	3
15	3	0	0.375	101322.415	101331.436	101322.415	101423.362	91.9266328	0	0	1436.5	0	0	3
16	3	0	0.4	101321.916	101330.841	101321.916	101423.362	92.5216306	0	0	1430.22	0	0	3
17	3	0	0.425	101321.986	101330.32	101321.916	101423.362	93.0425063	0	0	1408.94	0	0	3
18	3	0	0.45	101321.939	101329.854	101321.916	101423.362	93.5080951	0	0	1421.64	0	0	3
19	3	0	0.475	101322.288	101329.456	101321.916	101423.362	93.9063247	0	0	1427.83	0	0	3
20	3	0	0.5	101322.529	101329.11	101321.916	101423.362	94.2526633	0	0	1420.52	0	0	3
21	3	0	0.525	101323.29	101324.106	101321.916	101327.872	5.95597444	0	0	1405.17	0	0	3
22	3	0	0.55	101324.143	101324.058	101321.916	101327.872	5.95597444	0	0	1384.54	0	0	3
23	4	0	0.575	101325.282	101323.928	101321.916	101326.092	4.17601838	0	0	1336.19	0	0	3
24	4	0	0.6	101325.965	101323.969	101321.916	101326.092	4.17601838	0	0	1340.22	0	0	3
25	4	0	0.625	101326.904	101324.015	101321.916	101326.904	4.98775835	0	0	1337.1	0	0	3
26	4	0	0.65	101327.616	101324.095	101321.916	101327.616	5.70061592	0	0	1323.29	0	0	3
27	4	0	0.675	101328.759	101324.229	101321.916	101328.759	6.84324388	0	0	1322.59	0	0	3
28	4	0	0.7	101329.887	101324.433	101321.916	101329.887	7.97099643	0	0	1316.24	0	0	3
29	4	0	0.725	101331.014	101324.721	101321.916	101331.014	9.09791257	0	0	1321.62	0	0	3
30	4	0	0.75	101332.162	101325.104	101321.916	101332.162	10.246289	0	0	1300.26	0	0	3
31	5	0	0.775	101333.219	101325.541	101321.916	101333.219	9.67653289	0	0	1320.75	0	0	3
32	5	0	0.8	101334.48	101326.083	101321.916	101334.48	8.88293229	0	0	1293.68	0	0	3
33	5	0	0.825	101335.749	101326.706	101321.916	101335.749	8.15169075	0	0	1311.71	0	0	3
34	5	0	0.85	101336.78	101327.416	101321.916	101336.78	7.50734151	0	0	1283.51	0	0	3
35	5	0	0.875	101337.541	101328.172	101321.916	101337.541	6.91234379	0	0	1293.04	0	0	3
36	5	0	0.9	101338.144	101328.984	101321.939	101338.144	6.39146801	0	0	1278.55	0	0	3
37	5	0	0.925	101338.558	101329.812	101321.939	101338.558	5.92587921	0	0	1282.5	0	0	3
38	5	0	0.95	101339.122	101330.672	101322.288	101339.122	6.74311514	0	0	1280.08	0	0	3
39	6	0	0.975	101339.406	101331.528	101322.529	101339.406	7.59901315	0	0	1267.99	0	0	3
40	6	0	1	101339.783	101332.39	101323.29	101339.783	8.46167597	2.68001332	31.6	1270.4	0	0	3
41	6	0	1.025	101339.962	101333.224	101324.143	101339.962	9.29529838	2.7069558	29.1	1260.02	0	0	3
42	6	0	1.05	101340.226	101334.028	101325.282	101340.226	10.099424	2.72672452	26.9	1257.72	0	0	3
43	6	0	1.075	101340.379	101334.783	101325.965	101340.379	10.8138481	2.74096456	25.3	1247.06	0	0	3
44	6	0	1.1	101340.627	101335.061	101325.965	101340.627	11.0921323	2.75738147	24.8	1240.37	0	0	3
45	6	0	1.125	101340.726	101335.764	101326.904	101340.726	11.7487531	2.77020088	23.5	1231.15	0	0	3
46	6	0	1.15	101340.989	101336.435	101327.616	101340.989	12.3394791	2.7853178	22.5	1242.69	0	0	3
47	7	0	1.175	101341.104	101337.077	101328.759	101341.104	12.3448655	2.79858903	22.6	1235.62	0	0	3
48	7	0	1.2	101341.047	101337.662	101329.887	101341.104	11.217113	2.80854245	25	1245.42	0	0	3
49	7	0	1.225	101341.021	101338.192	101331.014	101341.104	10.0901968	2.816284	27.9	1236.36	0	0	3
50	7	0	1.25	101340.96	101338.666	101332.162	101341.104	8.94182038	2.82247724	31.5	1245.81	0	0	3
51	7	0	1.275	101340.991	101339.086	101333.219	101341.104	7.8852257	2.82754444	35.8	1237.31	0	0	3
52	7	0	1.3	101340.926	101339.453	101334.48	101341.104	6.62350011	2.83176711	42.7	1244.54	0	0	3
53	7	0	1.325	101340.84	101339.756	101335.749	101341.104	5.35484165	2.83534013	52.9	1235.21	0	0	3
54	7	0	1.35	101340.707	101339.992	101336.78	101341.104	4.32406952	2.83840272	65.6	1247.33	0	0	3
55	8	0	1.375	101340.579	101340.173	101337.541	101341.104	3.56283778	2.84105697	79.7	1241.65	0	0	3
56	8	0	1.4	101340.489	101340.314	101338.144	101341.104	2.96007826	2.84337943	96	1245.49	0	0	3
57	8	0	1.425	101340.463	101340.424	101338.558	101341.104	2.54622191	2.84522139	100	1241.02	0	0	3
