Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	6.35186081	6.35186081	6.35186081	6.35186081	0	0	0	0	0	0	3
2	1	0	0.05	18.1679723	12.2599165	6.35186081	18.1679723	5.90805572	0	0	0	0	0	3
3	1	0	0.075	13.8505668	12.7901333	6.35186081	18.1679723	6.43827248	0	0	0	0	0	3
4	1	0	0.1	14.768683	13.2847707	6.35186081	18.1679723	6.93290992	0	0	0	0	0	3
5	1	0	0.125	16.7319675	13.9742101	6.35186081	18.1679723	7.62234928	0	0	0	0	0	3
6	1	0	0.15	19.8190108	14.9483435	6.35186081	19.8190108	8.59648272	0	0	0	0	0	3
7	2	0	0.175	22.9608636	16.0929893	6.35186081	22.9608636	9.74112845	0	0	0	0	0	3
8	2	0	0.2	26.7047933	17.4194648	6.35186081	26.7047933	11.067604	0	0	0	0	0	3
9	2	0	0.225	30.525129	18.8756497	6.35186081	30.525129	12.5237889	0	0	0	0	0	3
10	2	0	0.25	34.5741665	20.4455014	6.35186081	34.5741665	14.0936406	0	0	0	0	0	3
11	2	0	0.275	38.5641259	22.092649	6.35186081	38.5641259	15.7407882	0	0	0	0	0	3
12	2	0	0.3	41.7245496	23.7286408	6.35186081	41.7245496	17.3767799	0	0	0	0	0	3
13	2	0	0.325	44.0677476	25.2931874	6.35186081	44.0677476	18.9413266	0	0	0	0	0	3
14	2	0	0.35	45.7189811	26.7521727	6.35186081	45.7189811	20.4003119	0	0	0	0	0	3
15	3	0	0.375	46.5103626	28.0693854	6.35186081	46.5103626	21.7175245	0	0	0	0	0	3
16	3	0	0.4	46.7113128	29.2345058	6.35186081	46.7113128	22.882645	0	0	0	0	0	3
17	3	0	0.425	46.7679114	30.2658826	6.35186081	46.7679114	23.9140218	0	0	0	0	0	3
18	3	0	0.45	46.6867139	31.178151	6.35186081	46.7679114	24.8262902	0	0	0	0	0	3
19	3	0	0.475	46.6305887	31.9914372	6.35186081	46.7679114	25.6395764	0	0	0	0	0	3
