Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	0	0	0.025	130.621303	130.621303	130.621303	130.621303	0	0	0	0	0	0	3
2	0	0	0.05	924.902237	527.76177	130.621303	924.902237	397.140467	0	0	0	0	0	3
3	0	0	0.075	975.122975	676.882172	130.621303	975.122975	546.260869	0	0	0	0	0	3
4	0	0	0.1	1067.79312	774.609909	130.621303	1067.79312	643.988606	0	0	0	0	0	3
5	0	0	0.125	1217.79806	863.247538	130.621303	1217.79806	732.626236	0	0	0	0	0	3
6	1	0	0.15	1386.83025	950.511324	130.621303	1386.83025	819.890021	0	0	0	0	0	3
7	1	0	0.175	1586.54845	1041.37377	130.621303	1586.54845	910.752468	0	0	0	0	0	3
8	1	0	0.2	1848.65345	1142.28373	130.621303	1848.65345	1011.66243	0	0	0	0	0	3
9	1	0	0.225	2159.44085	1255.30119	130.621303	2159.44085	1124.67989	0	0	0	0	0	3
10	1	0	0.25	2472.03146	1376.97422	130.621303	2472.03146	1246.35291	0	0	0	0	0	3
11	1	0	0.275	2781.69452	1504.67606	130.621303	2781.69452	1374.05476	0	0	0	0	0	3
12	1	0	0.3	2990.33348	1628.48085	130.621303	2990.33348	1497.85954	0	0	0	0	0	3
13	1	0	0.325	3085.80948	1740.58305	130.621303	3085.80948	1609.96175	0	0	0	0	0	3
14	2	0	0.35	3103.36708	1837.92477	130.621303	3103.36708	1707.30346	0	0	0	0	0	3
15	2	0	0.375	3077.27315	1920.54799	130.621303	3103.36708	1789.92669	0	0	0	0	0	3
16	2	0	0.4	3054.67425	1991.43088	130.621303	3103.36708	1860.80958	0	0	0	0	0	3
17	2	0	0.425	3017.42527	2051.78349	130.621303	3103.36708	1921.16219	0	0	0	0	0	3
18	2	0	0.45	2991.72105	2104.00225	130.621303	3103.36708	1973.38094	0	0	0	0	0	3
19	2	0	0.475	2966.85135	2149.41536	130.621303	3103.36708	2018.79405	0	0	0	0	0	3
20	2	0	0.5	2936.1387	2188.75152	130.621303	3103.36708	2058.13022	0	0	0	0	0	3
21	2	0	0.525	2900.72281	2327.2566	924.902237	3103.36708	1799.49483	0	0	0	0	0	3
22	3	0	0.55	2867.95785	2424.40938	975.122975	3103.36708	1747.52721	0	0	0	0	0	3
23	3	0	0.575	2842.03121	2517.75479	1067.79312	3103.36708	1743.14488	0	0	0	0	0	3
24	3	0	0.6	2852.47623	2606.98895	1217.79806	3103.36708	1743.74141	0	0	0	0	0	3
25	3	0	0.625	2817.97027	2686.99756	1386.83025	3103.36708	1716.53683	0	0	0	0	0	3
26	3	0	0.65	2802.73446	2757.79277	1586.54845	3103.36708	1516.81863	0	0	0	0	0	3
27	3	0	0.675	2783.94371	2817.66253	1848.65345	3103.36708	1254.71363	0	0	0	0	0	3
28	4	0	0.7	2755.30971	2862.99534	2159.44085	3103.36708	943.926234	0	0	0	0	0	3
29	4	0	0.725	2737.41694	2891.89415	2472.03146	3103.36708	631.335625	0	0	0	0	0	3
30	4	0	0.75	2708.49524	2903.71734	2708.49524	3103.36708	394.87184	0	0	0	0	0	3
31	4	0	0.775	2702.69831	2899.76753	2702.69831	3103.36708	400.668774	0	0	0	0	0	3
32	4	0	0.8	2690.93908	2884.79781	2690.93908	3103.36708	412.428004	0	0	0	0	0	3
33	4	0	0.825	2683.41144	2864.67791	2683.41144	3103.36708	419.955639	0	0	0	0	0	3
34	4	0	0.85	2677.34589	2843.37685	2677.34589	3077.27315	399.92726	0	0	0	0	0	3
35	4	0	0.875	2671.93393	2823.10989	2671.93393	3054.67425	382.740312	0	0	0	0	0	3
