Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	117858.395	117858.395	117858.395	117858.395	0	0	0	209107	0	0	3
2	1	0	0.05	109265.199	113561.797	109265.199	117858.395	4296.59801	0	0	142094	0	0	3
3	1	0	0.075	110044.555	112389.383	109265.199	117858.395	5469.01193	0	0	146969	0	0	3
4	1	0	0.1	109360.179	111632.082	109265.199	117858.395	6226.31283	0	0	135005	0	0	3
5	2	0	0.125	110454.863	111396.638	109265.199	117858.395	6461.75662	0	0	140582	0	0	3
6	2	0	0.15	110316.5	111216.615	109265.199	117858.395	6641.77962	0	0	142696	0	0	3
7	2	0	0.175	110444.174	111106.266	109265.199	117858.395	6752.1284	0	0	149941	0	0	3
8	2	0	0.2	110156.794	110987.582	109265.199	117858.395	6870.81246	0	0	156652	0	0	3
9	2	0	0.225	109810.42	110856.787	109265.199	117858.395	7001.60829	0	0	160293	0	0	3
10	2	0	0.25	109636.589	110734.767	109265.199	117858.395	7123.62807	0	0	161608	0	0	3
11	2	0	0.275	108665.662	110546.666	108665.662	117858.395	7311.72847	0	0	163847	0	0	3
12	2	0	0.3	107957.544	110330.906	107957.544	117858.395	7527.48867	0	0	164355	0	0	3
13	2	0	0.325	107051.292	110078.628	107051.292	117858.395	7779.76671	0	0	164204	0	0	3
14	2	0	0.35	106277.475	109807.117	106277.475	117858.395	8051.27766	0	0	163952	0	0	3
15	2	0	0.375	105800.177	109539.988	105800.177	117858.395	8318.40702	0	0	165401	0	0	3
16	2	0	0.4	104419.337	109219.947	104419.337	117858.395	8638.44771	0	0	164074	0	0	3
17	3	0	0.425	103598.745	108889.288	103598.745	117858.395	8969.10669	0	0	163920	0	0	3
18	3	0	0.45	102653.168	108542.837	102653.168	117858.395	9315.55778	0	0	161981	0	0	3
19	3	0	0.475	101760.766	108185.886	101760.766	117858.395	9672.50888	0	0	160549	0	0	3
20	3	0	0.5	100985.313	107825.857	100985.313	117858.395	10032.5375	0	0	157959	0	0	3
21	3	0	0.525	99939.076	106929.891	99939.076	110454.863	6631.90545	0	0	156806	0	0	3
22	3	0	0.55	99137.4911	106423.506	99137.4911	110454.863	5965.87692	0	0	156134	0	0	3
23	3	0	0.575	98371.6201	105839.859	98371.6201	110454.863	5792.22277	0	0	155596	0	0	3
24	3	0	0.6	97877.0655	105265.704	97877.0655	110454.863	6130.93467	0	0	156915	0	0	3
25	3	0	0.625	97283.8607	104607.153	97283.8607	110444.174	6609.46178	0	0	156972	0	0	3
26	3	0	0.65	96859.816	103934.319	96859.816	110444.174	7171.94721	0	0	157291	0	0	3
27	3	0	0.675	97258.2884	103275.025	96859.816	110156.794	7712.55742	0	0	157492	0	0	3
28	4	0	0.7	98190.1197	102676.691	96859.816	109810.42	8180.0953	0	0	158208	0	0	3
29	4	0	0.725	99675.9081	102169.966	96859.816	109636.589	8564.80111	0	0	157911	0	0	3
30	4	0	0.75	101553.459	101765.809	96859.816	108665.662	8780.8572	0	0	158672	0	0	3
31	4	0	0.775	103276.399	101496.346	96859.816	107957.544	8834.56015	0	0	158496	0	0	3
32	4	0	0.8	104685.285	101332.733	96859.816	107051.292	8745.89503	0	0	158635	0	0	3
33	4	0	0.825	105255.467	101242.942	96859.816	106277.475	8564.17531	0	0	158439	0	0	3
34	4	0	0.85	105045.253	101181.331	96859.816	105800.177	8358.65706	0	0	158736	0	0	3
35	4	0	0.875	104355.19	101109.081	96859.816	105255.467	8110.8657	0	0	158409	0	0	3
36	4	0	0.9	103760.983	101076.164	96859.816	105255.467	7813.1244	0	0	158580	0	0	3
37	4	0	0.925	103356.558	101064.054	96859.816	105255.467	7478.78262	0	0	158577	0	0	3
38	4	0	0.95	103107.113	101086.752	96859.816	105255.467	7121.83153	0	0	158539	0	0	3
39	5	0	0.975	103029.728	101150.2	96859.816	105255.467	6761.80288	0	0	158524	0	0	3
40	5	0	1	103138.82	101257.875	96859.816	105255.467	5865.83694	2039.25706	34.7	158734	0	0	3
41	5	0	1.025	103170.697	101419.456	96859.816	105255.467	5359.45156	2039.25706	38	158709	0	0	3
42	5	0	1.05	103178.43	101621.503	96859.816	105255.467	4775.80481	2039.25706	42.6	158688	0	0	3
43	5	0	1.075	103061.851	101856.015	96859.816	105255.467	4201.64912	2039.25706	48.5	158691	0	0	3
