Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	0	0	0.025	293.200296	293.200296	293.200296	293.200296	0	0	0	297.773	0	0	3
2	0	0	0.05	293.205143	293.20272	293.200296	293.205143	0.00242349735	0	0	299.73	0	0	3
3	0	0	0.075	293.210107	293.205182	293.200296	293.210107	0.00488594509	0	0	300.375	0	0	3
4	0	0	0.1	293.215333	293.20772	293.200296	293.215333	0.00742371043	0	0	301.183	0	0	3
5	0	0	0.125	293.221032	293.210382	293.200296	293.221032	0.0100862538	0	0	302.133	0	0	3
6	0	0	0.15	293.231451	293.213894	293.200296	293.231451	0.0135977091	0	0	303.191	0	0	3
7	1	0	0.175	293.244375	293.218248	293.200296	293.244375	0.0179522082	0	0	304.296	0	0	3
8	1	0	0.2	293.258682	293.223302	293.200296	293.258682	0.0230064503	0	0	305.354	0	0	3
9	1	0	0.225	293.273559	293.228887	293.200296	293.273559	0.028590462	0	0	306.181	0	0	3
10	1	0	0.25	293.288554	293.234853	293.200296	293.288554	0.0345571767	0	0	306.636	0	0	3
11	1	0	0.275	293.310095	293.241693	293.200296	293.310095	0.041397299	0	0	306.772	0	0	3
12	1	0	0.3	293.329988	293.249051	293.200296	293.329988	0.0487551839	0	0	306.797	0	0	3
13	1	0	0.325	293.348368	293.256691	293.200296	293.348368	0.0563949191	0	0	306.8	0	0	3
14	1	0	0.35	293.365196	293.264441	293.200296	293.365196	0.0641452648	0	0	306.801	0	0	3
15	1	0	0.375	293.380643	293.272188	293.200296	293.380643	0.0718920148	0	0	306.802	0	0	3
16	1	0	0.4	293.400825	293.280228	293.200296	293.400825	0.0799318218	0	0	306.805	0	0	3
17	1	0	0.425	293.418551	293.288365	293.200296	293.418551	0.0880684794	0	0	306.805	0	0	3
18	1	0	0.45	293.434538	293.296485	293.200296	293.434538	0.0961892416	0	0	306.809	0	0	3
19	1	0	0.475	293.448704	293.304497	293.200296	293.448704	0.104200758	0	0	306.808	0	0	3
20	2	0	0.5	293.461491	293.312347	293.200296	293.461491	0.112050491	0	0	306.81	0	0	3
21	2	0	0.525	293.476954	293.326179	293.205143	293.476954	0.123459899	0	0	306.812	0	0	3
22	2	0	0.55	293.489706	293.340408	293.210107	293.489706	0.135225621	0	0	306.814	0	0	3
23	2	0	0.575	293.500074	293.354906	293.215333	293.500074	0.1471862	0	0	306.814	0	0	3
24	2	0	0.6	293.509417	293.36961	293.221032	293.509417	0.159227874	0	0	306.815	0	0	3
25	2	0	0.625	293.516872	293.384402	293.231451	293.516872	0.170508416	0	0	306.818	0	0	3
26	2	0	0.65	293.524558	293.399058	293.244375	293.524558	0.180809284	0	0	306.822	0	0	3
27	2	0	0.675	293.529253	293.413301	293.258682	293.529253	0.189998933	0	0	306.821	0	0	3
28	2	0	0.7	293.534565	293.427096	293.273559	293.534565	0.19820906	0	0	306.834	0	0	3
29	2	0	0.725	293.536493	293.440242	293.288554	293.536493	0.205389073	0	0	306.85	0	0	3
30	2	0	0.75	293.540428	293.452836	293.310095	293.540428	0.21114268	0	0	306.871	0	0	3
31	2	0	0.775	293.537264	293.464194	293.329988	293.540428	0.210440262	0	0	306.923	0	0	3
32	2	0	0.8	293.535809	293.474486	293.348368	293.540428	0.192060439	0	0	306.923	0	0	3
33	3	0	0.825	293.529916	293.483563	293.365196	293.540428	0.175232422	0	0	306.87	0	0	3
34	3	0	0.85	293.527987	293.491703	293.380643	293.540428	0.159785665	0	0	306.837	0	0	3
35	3	0	0.875	293.52376	293.498858	293.400825	293.540428	0.139603253	0	0	306.804	0	0	3
36	3	0	0.9	293.523411	293.504988	293.418551	293.540428	0.121877179	0	0	306.811	0	0	3
37	3	0	0.925	293.515406	293.50983	293.434538	293.540428	0.105889982	0	0	306.855	0	0	3
